log regularization parameter,Population risk,Empirical risk,Risk bound,Bayes risk,Distribution
-2.5,1.218544721974526,9.435055742363212e-07,1.3650409901718499,0.26717136965212185,Gaussian
-2.5,1.037162968392754,4.47556185216938e-07,0.8858331307147724,0.26717136965212185,Gaussian
-2.5,1.110411845108424,5.748816999117772e-07,1.0294727436786226,0.26717136965212185,Gaussian
-2.5,1.046208928736811,5.421317216039828e-07,0.9515879347551337,0.26717136965212185,Gaussian
-2.5,1.1231211816492024,6.933947356420187e-07,1.1588710669442408,0.26717136965212185,Gaussian
-2.5,1.070352573117421,7.685203135800191e-07,1.1936434754153968,0.26717136965212185,Gaussian
-2.5,0.8660007800596089,5.0433057339736e-07,0.7851538576460791,0.26717136965212185,Gaussian
-2.5,1.023632561205537,6.487765984421175e-07,1.0112901870155375,0.26717136965212185,Gaussian
-2.5,1.1504172388026892,9.676359220281142e-07,1.304012689545739,0.26717136965212185,Gaussian
-2.5,0.9405688869175388,8.195020387199218e-07,0.957863431795784,0.26717136965212185,Gaussian
-2.5,1.0729313273579544,9.980729412821416e-07,1.2415292058446454,0.26717136965212185,Gaussian
-2.5,1.1109369267817426,5.52442129467546e-07,1.0422855107143043,0.26717136965212185,Gaussian
-2.5,1.0392079115861987,4.6147145040109777e-07,0.9208612603816592,0.26717136965212185,Gaussian
-2.5,0.9261334652463662,4.0525942578900685e-07,0.7802481897200131,0.26717136965212185,Gaussian
-2.5,1.156180888183959,4.956041013254847e-07,1.036360005055896,0.26717136965212185,Gaussian
-2.5,1.0582238037475764,1.026906997390567e-06,1.2205303699278711,0.26717136965212185,Gaussian
-2.5,0.9219140205277199,4.6880954723301196e-07,0.8333580293284164,0.26717136965212185,Gaussian
-2.5,0.9977986270149993,5.250487793499499e-07,0.9463205157765395,0.26717136965212185,Gaussian
-2.5,0.9584745194401643,4.83025308936876e-07,0.8846378021295357,0.26717136965212185,Gaussian
-2.5,0.9885813957891323,6.466904885022577e-07,1.0179819519269147,0.26717136965212185,Gaussian
-2.5,0.9534324947319387,6.068132584643207e-07,0.9385768963188271,0.26717136965212185,Gaussian
-2.5,1.0874477625031371,6.813267590507935e-07,1.0908679427952996,0.26717136965212185,Gaussian
-2.5,1.0649577491227735,6.454295931022644e-07,1.057128329060934,0.26717136965212185,Gaussian
-2.5,1.091255186481592,9.583774089524742e-07,1.1780046811171918,0.26717136965212185,Gaussian
-2.5,0.922841439688693,4.429476393086617e-07,0.8135281106850065,0.26717136965212185,Gaussian
-2.5,1.0828747355698118,7.133227409371817e-07,1.0737720621023132,0.26717136965212185,Gaussian
-2.5,0.9416870698795307,6.143148034013244e-07,0.9107055730865226,0.26717136965212185,Gaussian
-2.5,0.9161727875392326,7.552930433338765e-07,0.869167719891891,0.26717136965212185,Gaussian
-2.5,1.1309684044853205,8.506791887231344e-07,1.2483512280458575,0.26717136965212185,Gaussian
-2.5,1.0409960999468357,5.284070361431864e-07,0.949875580834709,0.26717136965212185,Gaussian
-2.5,0.9942209050952328,4.7384133871707596e-07,0.8593088896289865,0.26717136965212185,Gaussian
-2.5,1.414212212393353,9.210454224066125e-07,1.5470538600680035,0.26717136965212185,Gaussian
-2.5,1.019800950910564,4.032800589576986e-07,0.8928664212655032,0.26717136965212185,Gaussian
-2.5,1.3055984328851322,1.0168758208367105e-06,1.3706424558934085,0.26717136965212185,Gaussian
-2.5,0.9028951857729924,4.770066151303828e-07,0.860436421804529,0.26717136965212185,Gaussian
-2.5,1.1069736493448112,4.6246653659854124e-07,0.9871262745491848,0.26717136965212185,Gaussian
-2.5,1.0608817824014165,5.842421054111431e-07,1.0076049379407337,0.26717136965212185,Gaussian
